,Employee_ID,Age,Department_Region,Status,Join_Date,Salary,Email,Phone,Performance_Score,Remote_Work,Name
411,EMP1411,25.0,DevOps-Illinois,Pending,6/15/2023,60687.63,grace.garcia@example.com,-9859167953,Excellent,0,Grace_Garcia
412,EMP1412,32.48454882571075,Admin-New York,Pending,10/31/2021,77351.21,bob.miller@example.com,-1072728497,Good,0,Bob_Miller
413,EMP1413,35.0,DevOps-Florida,Pending,9/29/2024,66704.62,bob.smith@example.com,-2474140702,Poor,1,Bob_Smith
414,EMP1414,25.0,Finance-Illinois,Pending,4/22/2020,71650.3,grace.williams@example.com,-4910740649,Poor,1,Grace_Williams
415,EMP1415,25.0,Cloud Tech-Nevada,Active,12/7/2023,50794.54,charlie.smith@example.com,-425488213,Good,1,Charlie_Smith
416,EMP1416,32.48454882571075,Sales-Nevada,Inactive,12/7/2020,76030.86,frank.jones@example.com,-2369143074,Good,1,Frank_Jones
417,EMP1417,25.0,Cloud Tech-California,Inactive,7/11/2021,86669.79,eva.johnson@example.com,-3666144941,Excellent,1,Eva_Johnson
418,EMP1418,40.0,Finance-Illinois,Inactive,4/23/2020,84972.7,bob.garcia@example.com,-9659234267,Poor,1,Bob_Garcia
419,EMP1419,30.0,HR-Texas,Pending,10/12/2023,100594.49,frank.miller@example.com,-3441497825,Average,0,Frank_Miller
420,EMP1420,25.0,Cloud Tech-New York,Active,8/24/2022,75478.35,alice.johnson@example.com,-6128758574,Excellent,0,Alice_Johnson
421,EMP1421,25.0,Sales-Nevada,Pending,9/4/2023,79355.85,charlie.johnson@example.com,-6766708060,Good,0,Charlie_Johnson
422,EMP1422,35.0,HR-Texas,Pending,2/2/2022,58358.07,grace.miller@example.com,-2943985297,Poor,1,Grace_Miller
423,EMP1423,30.0,Admin-Illinois,Active,4/1/2022,54824.85,alice.williams@example.com,-9406260786,Average,0,Alice_Williams
424,EMP1424,35.0,HR-Texas,Pending,7/24/2022,50557.84,eva.garcia@example.com,-104159148,Average,1,Eva_Garcia
425,EMP1425,32.48454882571075,Admin-Florida,Inactive,4/26/2023,118030.04,eva.jones@example.com,-7501980381,Excellent,1,Eva_Jones
426,EMP1426,32.48454882571075,Admin-New York,Active,4/19/2022,51673.72,david.smith@example.com,-8723244078,Poor,0,David_Smith
427,EMP1427,35.0,Cloud Tech-Nevada,Inactive,10/4/2024,101665.79,alice.brown@example.com,-3110291812,Poor,1,Alice_Brown
428,EMP1428,32.48454882571075,Admin-Florida,Inactive,5/2/2020,118079.15,david.smith@example.com,-3170876013,Good,1,David_Smith
429,EMP1429,25.0,Cloud Tech-New York,Pending,4/25/2022,99059.28,eva.brown@example.com,-6723849790,Poor,0,Eva_Brown
430,EMP1430,32.48454882571075,Cloud Tech-Illinois,Active,7/29/2023,107397.4,bob.smith@example.com,-6202232882,Poor,0,Bob_Smith
431,EMP1431,40.0,DevOps-New York,Active,8/20/2021,68269.37,alice.miller@example.com,-7744197545,Excellent,0,Alice_Miller
432,EMP1432,35.0,HR-Florida,Inactive,4/23/2021,55228.12,grace.jones@example.com,-6176620470,Poor,1,Grace_Jones
433,EMP1433,30.0,Cloud Tech-New York,Inactive,8/12/2022,71982.33,bob.garcia@example.com,-9609409704,Average,0,Bob_Garcia
434,EMP1434,30.0,Finance-California,Inactive,6/26/2021,109673.75,frank.brown@example.com,-2774025882,Excellent,0,Frank_Brown
435,EMP1435,32.48454882571075,Cloud Tech-New York,Inactive,10/30/2020,56384.9,eva.garcia@example.com,-5868122594,Excellent,1,Eva_Garcia
436,EMP1436,40.0,Sales-Texas,Pending,9/4/2021,68211.68,frank.garcia@example.com,-7244617678,Good,0,Frank_Garcia
437,EMP1437,40.0,Finance-Illinois,Pending,1/31/2023,67489.68,alice.garcia@example.com,-2988425994,Poor,0,Alice_Garcia
438,EMP1438,25.0,Cloud Tech-Texas,Active,9/24/2020,63869.31,charlie.davis@example.com,-9961002310,Good,0,Charlie_Davis
439,EMP1439,32.48454882571075,Sales-California,Active,2/14/2020,119801.3,bob.williams@example.com,-7753312660,Average,1,Bob_Williams
440,EMP1440,30.0,Cloud Tech-California,Active,3/28/2020,115959.65,heidi.smith@example.com,-941017589,Excellent,1,Heidi_Smith
441,EMP1441,40.0,Finance-Texas,Inactive,10/31/2023,79866.48,grace.garcia@example.com,-2517629832,Excellent,1,Grace_Garcia
442,EMP1442,35.0,HR-Florida,Active,3/11/2020,92987.46,charlie.smith@example.com,-4774332682,Excellent,1,Charlie_Smith
443,EMP1443,40.0,Finance-Illinois,Inactive,5/4/2020,56140.51,eva.garcia@example.com,-1901302055,Average,0,Eva_Garcia
444,EMP1444,30.0,DevOps-Illinois,Active,7/15/2023,119586.11,grace.brown@example.com,-9815287338,Average,1,Grace_Brown
445,EMP1445,40.0,DevOps-California,Inactive,1/20/2023,104700.46,alice.williams@example.com,-7855982175,Good,1,Alice_Williams
446,EMP1446,40.0,HR-New York,Active,10/15/2021,91798.14,frank.williams@example.com,-6191284116,Good,0,Frank_Williams
447,EMP1447,25.0,Finance-Illinois,Inactive,4/19/2024,90879.22,eva.miller@example.com,-3098503445,Good,0,Eva_Miller
448,EMP1448,25.0,Admin-Nevada,Active,6/29/2021,87358.27,charlie.davis@example.com,-5124189388,Poor,0,Charlie_Davis
449,EMP1449,30.0,Sales-Florida,Inactive,9/14/2024,119407.93,alice.miller@example.com,-8469081973,Excellent,1,Alice_Miller
450,EMP1450,32.48454882571075,HR-Nevada,Pending,1/4/2022,113978.6,david.miller@example.com,-56435022,Excellent,1,David_Miller
451,EMP1451,32.48454882571075,Sales-New York,Pending,1/20/2021,108568.78,frank.miller@example.com,-8503719904,Good,1,Frank_Miller
452,EMP1452,32.48454882571075,HR-New York,Inactive,3/18/2020,56318.02,heidi.miller@example.com,-1699187239,Excellent,0,Heidi_Miller
453,EMP1453,25.0,Sales-Florida,Active,11/10/2021,114252.73,david.miller@example.com,-1078356742,Good,0,David_Miller
454,EMP1454,35.0,DevOps-New York,Inactive,5/1/2020,51533.9,charlie.jones@example.com,-3896086,Poor,1,Charlie_Jones
455,EMP1455,25.0,Sales-California,Active,2/4/2022,99317.66,charlie.williams@example.com,-662668216,Poor,0,Charlie_Williams
456,EMP1456,35.0,HR-California,Active,11/18/2020,101264.64,bob.miller@example.com,-1955356032,Average,0,Bob_Miller
457,EMP1457,35.0,Admin-Nevada,Pending,11/21/2023,112272.02,heidi.garcia@example.com,-1903689002,Poor,0,Heidi_Garcia
458,EMP1458,30.0,DevOps-Illinois,Active,2/13/2022,71477.63,frank.williams@example.com,-102724054,Good,1,Frank_Williams
459,EMP1459,30.0,DevOps-Texas,Pending,3/19/2023,77412.1,charlie.williams@example.com,-9342967110,Poor,0,Charlie_Williams
460,EMP1460,30.0,Sales-California,Pending,3/28/2021,94775.27,alice.johnson@example.com,-4837537457,Average,0,Alice_Johnson
461,EMP1461,30.0,HR-Nevada,Active,5/2/2021,74276.71,heidi.jones@example.com,-4384588104,Excellent,1,Heidi_Jones
462,EMP1462,35.0,Finance-Texas,Inactive,3/5/2021,67467.86,bob.miller@example.com,-6974132833,Good,1,Bob_Miller
463,EMP1463,25.0,DevOps-Texas,Active,3/1/2022,80675.41,eva.smith@example.com,-8315203770,Excellent,0,Eva_Smith
464,EMP1464,40.0,Finance-Florida,Inactive,1/23/2023,76274.33,charlie.brown@example.com,-704496409,Average,0,Charlie_Brown
465,EMP1465,30.0,Finance-Texas,Active,8/26/2021,51405.46,david.davis@example.com,-4967066702,Average,1,David_Davis
466,EMP1466,25.0,HR-New York,Inactive,11/25/2020,101238.96,bob.garcia@example.com,-3626804084,Average,1,Bob_Garcia
467,EMP1467,35.0,Sales-Illinois,Inactive,12/13/2023,52169.52,bob.smith@example.com,-954930595,Excellent,0,Bob_Smith
468,EMP1468,32.48454882571075,Finance-New York,Active,7/26/2020,73176.62,charlie.jones@example.com,-6018648768,Excellent,0,Charlie_Jones
469,EMP1469,32.48454882571075,DevOps-Nevada,Pending,6/27/2021,96241.85,grace.brown@example.com,-9842673203,Excellent,0,Grace_Brown
470,EMP1470,25.0,Finance-Illinois,Pending,9/16/2024,84366.38,bob.jones@example.com,-4138459608,Excellent,0,Bob_Jones
471,EMP1471,40.0,Cloud Tech-California,Pending,7/4/2023,92015.09,alice.garcia@example.com,-4544901494,Average,1,Alice_Garcia
472,EMP1472,30.0,Admin-Nevada,Inactive,6/16/2020,83149.95,alice.williams@example.com,-4277070704,Average,0,Alice_Williams
473,EMP1473,40.0,Finance-Nevada,Inactive,7/5/2020,94930.65,grace.brown@example.com,-7836091497,Good,0,Grace_Brown
474,EMP1474,40.0,HR-New York,Inactive,4/1/2020,68430.72,frank.williams@example.com,-5172444722,Good,1,Frank_Williams
475,EMP1475,35.0,Sales-Texas,Active,3/20/2024,98752.97,david.garcia@example.com,-2290310286,Excellent,0,David_Garcia
476,EMP1476,32.48454882571075,Finance-Illinois,Active,2/7/2023,54268.86,frank.smith@example.com,-9508304404,Poor,1,Frank_Smith
477,EMP1477,32.48454882571075,DevOps-Florida,Pending,12/10/2024,66494.94,grace.garcia@example.com,-8093511870,Poor,0,Grace_Garcia
478,EMP1478,25.0,Sales-Illinois,Pending,6/27/2024,90003.98,grace.smith@example.com,-8133595615,Average,0,Grace_Smith
479,EMP1479,25.0,Finance-New York,Active,3/9/2021,106592.25,charlie.brown@example.com,-4205955656,Average,1,Charlie_Brown
480,EMP1480,25.0,DevOps-Florida,Active,8/11/2024,93905.83,grace.brown@example.com,-4902504289,Average,1,Grace_Brown
481,EMP1481,35.0,DevOps-Texas,Active,3/5/2022,88945.49,eva.miller@example.com,-1935889535,Good,0,Eva_Miller
482,EMP1482,32.48454882571075,Finance-Texas,Pending,6/30/2023,91130.33,eva.jones@example.com,-9026113988,Good,0,Eva_Jones
483,EMP1483,40.0,Admin-New York,Pending,4/19/2023,90787.4,bob.miller@example.com,-8681809787,Average,0,Bob_Miller
484,EMP1484,25.0,Sales-Texas,Inactive,11/11/2024,87494.34,bob.jones@example.com,-7543943534,Average,1,Bob_Jones
485,EMP1485,35.0,Finance-Nevada,Inactive,3/17/2023,92627.35,grace.miller@example.com,-3751376514,Average,0,Grace_Miller
486,EMP1486,40.0,Admin-Illinois,Pending,10/26/2023,98556.29,eva.williams@example.com,-8815793762,Poor,1,Eva_Williams
487,EMP1487,30.0,Cloud Tech-Nevada,Inactive,7/4/2021,112792.2,frank.brown@example.com,-9283692943,Good,1,Frank_Brown
488,EMP1488,35.0,HR-Florida,Pending,11/3/2023,56875.22,eva.smith@example.com,-5511668296,Poor,0,Eva_Smith
489,EMP1489,35.0,DevOps-Florida,Inactive,7/5/2021,101015.96,charlie.jones@example.com,-3270216486,Poor,1,Charlie_Jones
490,EMP1490,30.0,Finance-New York,Inactive,2/26/2024,83912.22,bob.garcia@example.com,-1206021287,Average,0,Bob_Garcia
491,EMP1491,25.0,Sales-New York,Active,9/29/2021,99669.86,frank.jones@example.com,-6652683414,Average,0,Frank_Jones
492,EMP1492,30.0,Admin-New York,Active,5/25/2021,52314.97,alice.smith@example.com,-5999101575,Excellent,0,Alice_Smith
493,EMP1493,30.0,HR-California,Inactive,10/31/2022,77785.96,frank.miller@example.com,-7647229811,Excellent,0,Frank_Miller
494,EMP1494,30.0,HR-Florida,Pending,7/2/2022,62430.86,alice.jones@example.com,-995765727,Poor,0,Alice_Jones
495,EMP1495,35.0,Admin-California,Pending,8/28/2024,98219.54,frank.davis@example.com,-9413475097,Good,1,Frank_Davis
496,EMP1496,25.0,Admin-Illinois,Active,10/21/2024,65494.58,grace.williams@example.com,-8986456521,Average,1,Grace_Williams
497,EMP1497,35.0,DevOps-Florida,Pending,2/11/2020,110524.1,david.brown@example.com,-368499514,Average,0,David_Brown
498,EMP1498,40.0,Admin-Nevada,Active,5/16/2023,106060.54,alice.smith@example.com,-4214477323,Poor,0,Alice_Smith
499,EMP1499,35.0,Finance-Florida,Inactive,7/29/2022,67639.91,eva.brown@example.com,-4913421387,Excellent,1,Eva_Brown
500,EMP1500,32.48454882571075,Cloud Tech-Texas,Pending,9/18/2023,117653.98,grace.davis@example.com,-2090883069,Good,1,Grace_Davis
501,EMP1501,35.0,DevOps-Texas,Inactive,5/10/2020,73539.86,eva.jones@example.com,-5349678273,Excellent,1,Eva_Jones
502,EMP1502,35.0,HR-Nevada,Pending,8/27/2023,70915.38,frank.jones@example.com,-1176741240,Excellent,1,Frank_Jones
503,EMP1503,25.0,Sales-Florida,Pending,10/16/2021,97652.9,david.garcia@example.com,-5131528546,Excellent,0,David_Garcia
504,EMP1504,35.0,HR-Florida,Inactive,3/6/2022,101571.25,heidi.davis@example.com,-8150618537,Excellent,0,Heidi_Davis
505,EMP1505,35.0,DevOps-Nevada,Active,11/6/2023,87424.46,david.smith@example.com,-32963346,Average,1,David_Smith
506,EMP1506,32.48454882571075,HR-New York,Pending,11/30/2024,89077.36,frank.garcia@example.com,-2727423182,Average,0,Frank_Garcia
507,EMP1507,30.0,DevOps-California,Pending,7/13/2024,89132.22,heidi.williams@example.com,-617893205,Excellent,1,Heidi_Williams
508,EMP1508,25.0,Admin-California,Active,3/4/2024,111000.26,frank.garcia@example.com,-4969357823,Good,0,Frank_Garcia
509,EMP1509,35.0,HR-Illinois,Inactive,8/7/2022,109584.97,frank.johnson@example.com,-3477695873,Poor,1,Frank_Johnson
510,EMP1510,40.0,Admin-Illinois,Active,11/11/2024,97648.84,bob.smith@example.com,-1314675360,Good,0,Bob_Smith
511,EMP1511,25.0,Admin-New York,Active,12/2/2021,78643.43,grace.johnson@example.com,-2751562778,Good,1,Grace_Johnson
512,EMP1512,30.0,HR-Nevada,Active,5/14/2024,55656.8,heidi.davis@example.com,-6304483607,Good,1,Heidi_Davis
513,EMP1513,35.0,DevOps-Texas,Active,7/14/2022,69146.95,charlie.miller@example.com,-5456676639,Excellent,0,Charlie_Miller
514,EMP1514,32.48454882571075,Admin-Florida,Active,9/22/2020,93013.58,charlie.johnson@example.com,-4735047638,Average,1,Charlie_Johnson
515,EMP1515,40.0,Finance-Florida,Active,3/18/2020,87364.78,grace.williams@example.com,-2831995297,Good,0,Grace_Williams
516,EMP1516,35.0,Sales-New York,Active,10/17/2023,50288.67,alice.garcia@example.com,-61558107,Excellent,0,Alice_Garcia
517,EMP1517,35.0,HR-New York,Active,2/24/2022,85233.55,david.miller@example.com,-3583286341,Good,1,David_Miller
518,EMP1518,25.0,HR-California,Inactive,1/30/2024,86420.19,bob.garcia@example.com,-5563830007,Good,0,Bob_Garcia
519,EMP1519,30.0,HR-Florida,Inactive,3/16/2024,63189.82,grace.johnson@example.com,-1867024402,Excellent,0,Grace_Johnson
520,EMP1520,25.0,Admin-New York,Pending,9/25/2020,64783.32,grace.garcia@example.com,-3041662410,Average,0,Grace_Garcia
521,EMP1521,25.0,HR-Nevada,Pending,6/10/2024,52615.44,charlie.davis@example.com,-1860089218,Average,0,Charlie_Davis
522,EMP1522,32.48454882571075,Sales-Texas,Pending,4/8/2020,96337.89,eva.miller@example.com,-6394568043,Poor,0,Eva_Miller
523,EMP1523,25.0,DevOps-Texas,Inactive,6/28/2022,76617.76,alice.davis@example.com,-7314976460,Excellent,1,Alice_Davis
524,EMP1524,30.0,Admin-Nevada,Pending,7/14/2023,50651.32,heidi.johnson@example.com,-3684748835,Poor,0,Heidi_Johnson
525,EMP1525,32.48454882571075,HR-Illinois,Pending,12/6/2023,59601.45,bob.davis@example.com,-765817389,Poor,0,Bob_Davis
526,EMP1526,32.48454882571075,DevOps-Illinois,Active,8/1/2021,57980.88,bob.williams@example.com,-6375791451,Poor,0,Bob_Williams
527,EMP1527,32.48454882571075,Admin-California,Pending,2/17/2021,75054.53,david.johnson@example.com,-1182379311,Average,0,David_Johnson
528,EMP1528,25.0,Sales-Florida,Active,11/10/2023,115318.7,charlie.johnson@example.com,-6978930745,Excellent,0,Charlie_Johnson
529,EMP1529,25.0,DevOps-Texas,Active,9/6/2024,90190.69,alice.johnson@example.com,-4520599603,Poor,1,Alice_Johnson
530,EMP1530,32.48454882571075,Cloud Tech-Nevada,Pending,7/26/2020,113334.56,bob.smith@example.com,-3878753576,Excellent,0,Bob_Smith
531,EMP1531,35.0,HR-Florida,Active,7/23/2020,106922.49,heidi.garcia@example.com,-8811616201,Excellent,1,Heidi_Garcia
532,EMP1532,35.0,DevOps-California,Inactive,2/21/2024,58113.07,eva.smith@example.com,-8123710671,Average,1,Eva_Smith
533,EMP1533,25.0,Admin-Nevada,Pending,12/15/2020,73006.26,alice.smith@example.com,-8728660415,Poor,1,Alice_Smith
534,EMP1534,25.0,HR-California,Active,8/21/2020,78054.43,eva.williams@example.com,-4485959223,Poor,1,Eva_Williams
535,EMP1535,40.0,DevOps-Florida,Inactive,8/21/2023,112028.67,eva.miller@example.com,-8395894772,Excellent,0,Eva_Miller
536,EMP1536,25.0,Admin-Texas,Inactive,4/24/2023,83787.24,charlie.garcia@example.com,-5228705621,Good,1,Charlie_Garcia
537,EMP1537,30.0,Sales-Florida,Inactive,6/6/2023,52017.14,heidi.davis@example.com,-7104331874,Average,1,Heidi_Davis
538,EMP1538,40.0,Finance-Texas,Inactive,6/21/2022,53218.06,charlie.jones@example.com,-1097921582,Average,0,Charlie_Jones
539,EMP1539,25.0,DevOps-Nevada,Pending,4/20/2024,102053.67,frank.johnson@example.com,-5034469458,Average,0,Frank_Johnson
540,EMP1540,35.0,Sales-Illinois,Pending,12/5/2023,93276.73,david.davis@example.com,-6488319212,Average,0,David_Davis
541,EMP1541,40.0,HR-Nevada,Pending,8/6/2023,76941.36,david.johnson@example.com,-4249128964,Poor,1,David_Johnson
542,EMP1542,25.0,DevOps-New York,Pending,10/4/2024,82850.23,alice.williams@example.com,-9994973202,Poor,0,Alice_Williams
543,EMP1543,25.0,Finance-California,Active,11/8/2021,117910.15,charlie.johnson@example.com,-3192227050,Good,0,Charlie_Johnson
544,EMP1544,32.48454882571075,DevOps-Florida,Inactive,7/31/2024,66450.0,david.smith@example.com,-287675480,Average,1,David_Smith
545,EMP1545,25.0,Finance-Florida,Inactive,8/31/2020,118646.95,heidi.garcia@example.com,-3866675484,Average,0,Heidi_Garcia
546,EMP1546,25.0,Finance-Florida,Active,2/15/2023,88436.92,alice.jones@example.com,-8193242686,Excellent,0,Alice_Jones
547,EMP1547,32.48454882571075,Sales-New York,Pending,10/7/2023,81934.55,eva.brown@example.com,-7418652056,Poor,0,Eva_Brown
548,EMP1548,30.0,Finance-California,Pending,4/20/2024,93383.06,alice.johnson@example.com,-5639836519,Average,0,Alice_Johnson
549,EMP1549,40.0,Cloud Tech-Texas,Pending,3/30/2021,50153.79,frank.davis@example.com,-3758309450,Good,1,Frank_Davis
550,EMP1550,32.48454882571075,Sales-California,Pending,8/5/2020,53204.47,eva.smith@example.com,-5480940475,Good,0,Eva_Smith
551,EMP1551,40.0,Cloud Tech-California,Pending,2/5/2021,63128.04,charlie.brown@example.com,-440907976,Poor,0,Charlie_Brown
552,EMP1552,30.0,Finance-New York,Pending,11/23/2021,57543.6,grace.jones@example.com,-2781050921,Good,1,Grace_Jones
553,EMP1553,40.0,Finance-Nevada,Pending,10/29/2022,59424.52,bob.brown@example.com,-2161070517,Good,0,Bob_Brown
554,EMP1554,32.48454882571075,Finance-Illinois,Inactive,11/7/2022,104675.7,alice.smith@example.com,-4390552957,Poor,1,Alice_Smith
555,EMP1555,30.0,Cloud Tech-Florida,Pending,5/14/2023,92431.25,charlie.garcia@example.com,-660138240,Average,0,Charlie_Garcia
556,EMP1556,40.0,Sales-Nevada,Active,7/14/2021,77850.9,grace.garcia@example.com,-2704938619,Average,1,Grace_Garcia
557,EMP1557,40.0,Admin-New York,Inactive,5/18/2023,99001.0,eva.miller@example.com,-4485157918,Good,1,Eva_Miller
558,EMP1558,32.48454882571075,HR-Nevada,Pending,2/7/2023,94280.83,eva.garcia@example.com,-7111212589,Good,1,Eva_Garcia
559,EMP1559,35.0,DevOps-New York,Pending,8/24/2023,118262.56,eva.miller@example.com,-2035713431,Average,1,Eva_Miller
560,EMP1560,25.0,HR-Illinois,Inactive,4/8/2023,89944.67,frank.brown@example.com,-4064242955,Poor,0,Frank_Brown
561,EMP1561,32.48454882571075,HR-Florida,Active,12/6/2022,57452.93,grace.williams@example.com,-3343244740,Good,1,Grace_Williams
562,EMP1562,25.0,Admin-California,Active,8/9/2021,97837.32,alice.davis@example.com,-7595587208,Excellent,0,Alice_Davis
563,EMP1563,35.0,Admin-Illinois,Active,1/4/2022,106981.84,alice.davis@example.com,-6289365434,Poor,1,Alice_Davis
564,EMP1564,32.48454882571075,Finance-New York,Pending,5/25/2024,105778.36,david.brown@example.com,-8841834373,Good,1,David_Brown
565,EMP1565,40.0,Finance-Florida,Pending,10/2/2021,117608.32,alice.johnson@example.com,-182727954,Good,1,Alice_Johnson
566,EMP1566,30.0,Sales-Florida,Active,7/21/2023,99324.03,eva.johnson@example.com,-9690515025,Excellent,0,Eva_Johnson
567,EMP1567,30.0,HR-Florida,Active,10/30/2023,55212.83,david.garcia@example.com,-7551254277,Excellent,1,David_Garcia
568,EMP1568,40.0,Cloud Tech-Florida,Inactive,2/13/2023,68496.77,bob.davis@example.com,-2079799666,Average,0,Bob_Davis
569,EMP1569,25.0,HR-Florida,Pending,11/13/2020,52795.84,eva.davis@example.com,-3459576402,Poor,0,Eva_Davis
570,EMP1570,32.48454882571075,DevOps-California,Inactive,6/5/2024,90087.39,alice.miller@example.com,-8166496901,Poor,0,Alice_Miller
571,EMP1571,32.48454882571075,Admin-New York,Pending,5/19/2020,105038.08,frank.williams@example.com,-8249839224,Average,0,Frank_Williams
572,EMP1572,25.0,HR-New York,Active,9/20/2023,73231.85,grace.smith@example.com,-142576269,Poor,0,Grace_Smith
573,EMP1573,32.48454882571075,Sales-Florida,Pending,8/13/2024,102649.36,david.johnson@example.com,-2324412335,Poor,0,David_Johnson
574,EMP1574,35.0,Finance-New York,Pending,6/10/2023,114302.51,bob.davis@example.com,-1328507250,Poor,0,Bob_Davis
575,EMP1575,35.0,Finance-Texas,Inactive,6/9/2021,87816.61,alice.miller@example.com,-7863767315,Poor,0,Alice_Miller
576,EMP1576,32.48454882571075,Sales-Florida,Inactive,3/30/2020,70750.38,frank.jones@example.com,-2526546967,Poor,0,Frank_Jones
577,EMP1577,32.48454882571075,Cloud Tech-Texas,Active,5/2/2024,85155.05639558233,frank.miller@example.com,-1579039234,Excellent,1,Frank_Miller
578,EMP1578,30.0,DevOps-Nevada,Active,11/6/2024,97978.36,bob.johnson@example.com,-5580996131,Poor,1,Bob_Johnson
579,EMP1579,32.48454882571075,DevOps-Nevada,Inactive,8/17/2023,107172.8,david.johnson@example.com,-7303461561,Excellent,1,David_Johnson
580,EMP1580,25.0,Finance-Nevada,Inactive,3/18/2020,56126.46,charlie.miller@example.com,-6244670461,Poor,1,Charlie_Miller
581,EMP1581,32.48454882571075,Cloud Tech-Illinois,Active,6/13/2021,78534.29,eva.smith@example.com,-2681715159,Average,1,Eva_Smith
582,EMP1582,40.0,HR-Texas,Inactive,10/10/2023,85155.05639558233,grace.brown@example.com,-2529867075,Good,0,Grace_Brown
583,EMP1583,32.48454882571075,Cloud Tech-Nevada,Active,1/2/2022,114963.34,bob.johnson@example.com,-6046419784,Excellent,0,Bob_Johnson
584,EMP1584,32.48454882571075,Cloud Tech-California,Inactive,2/20/2022,77657.93,eva.miller@example.com,-7585126860,Poor,0,Eva_Miller
585,EMP1585,30.0,Sales-New York,Active,3/9/2024,77369.48,heidi.davis@example.com,-2059438975,Average,0,Heidi_Davis
586,EMP1586,30.0,HR-Nevada,Pending,8/19/2023,76119.14,eva.miller@example.com,-740177508,Good,0,Eva_Miller
587,EMP1587,25.0,Cloud Tech-Texas,Pending,5/6/2023,77585.72,charlie.williams@example.com,-5465408423,Excellent,0,Charlie_Williams
588,EMP1588,35.0,Admin-Nevada,Pending,1/26/2024,74069.62,bob.brown@example.com,-5607540914,Good,0,Bob_Brown
589,EMP1589,30.0,Admin-New York,Pending,9/5/2024,67691.92,charlie.jones@example.com,-863218121,Average,1,Charlie_Jones
590,EMP1590,32.48454882571075,Finance-Nevada,Pending,5/29/2020,70345.69,alice.smith@example.com,-7645793896,Excellent,1,Alice_Smith
591,EMP1591,30.0,DevOps-Illinois,Inactive,11/8/2021,74999.69,bob.garcia@example.com,-155029167,Good,1,Bob_Garcia
592,EMP1592,25.0,HR-Illinois,Active,1/31/2021,72245.02,david.jones@example.com,-1546602415,Poor,1,David_Jones
593,EMP1593,32.48454882571075,Admin-Illinois,Pending,1/16/2022,106538.98,eva.brown@example.com,-1394498829,Excellent,0,Eva_Brown
594,EMP1594,25.0,HR-New York,Active,12/29/2023,101787.14,charlie.brown@example.com,-5973642479,Good,0,Charlie_Brown
595,EMP1595,30.0,DevOps-Nevada,Inactive,12/2/2024,83596.78,frank.brown@example.com,-9624406305,Average,0,Frank_Brown
596,EMP1596,40.0,Sales-Texas,Active,8/15/2023,92463.94,eva.jones@example.com,-2447951329,Average,1,Eva_Jones
597,EMP1597,32.48454882571075,Admin-California,Pending,12/20/2024,93863.32,charlie.davis@example.com,-5319497968,Excellent,0,Charlie_Davis
598,EMP1598,32.48454882571075,DevOps-Texas,Pending,3/31/2023,78359.41,alice.brown@example.com,-5867805554,Good,0,Alice_Brown
599,EMP1599,32.48454882571075,HR-Illinois,Pending,8/24/2022,95773.57,alice.miller@example.com,-7277382645,Excellent,0,Alice_Miller
600,EMP1600,30.0,Sales-Nevada,Inactive,10/1/2020,82529.08,grace.jones@example.com,-917851384,Excellent,1,Grace_Jones
601,EMP1601,35.0,Sales-Texas,Pending,5/4/2021,109358.73,grace.garcia@example.com,-4457702991,Good,0,Grace_Garcia
602,EMP1602,32.48454882571075,Admin-Florida,Active,1/1/2021,89645.01,charlie.brown@example.com,-9596604872,Good,1,Charlie_Brown
603,EMP1603,40.0,HR-Texas,Active,4/8/2024,84134.95,charlie.miller@example.com,-6826911632,Poor,1,Charlie_Miller
604,EMP1604,30.0,Cloud Tech-Nevada,Active,11/26/2022,113540.83,frank.davis@example.com,-1942268652,Good,1,Frank_Davis
605,EMP1605,40.0,Cloud Tech-Texas,Pending,10/25/2021,57225.75,heidi.williams@example.com,-6945515887,Average,1,Heidi_Williams
606,EMP1606,35.0,Sales-Illinois,Pending,12/22/2020,76366.17,eva.davis@example.com,-6367747225,Excellent,0,Eva_Davis
607,EMP1607,32.48454882571075,HR-Florida,Active,11/23/2022,78408.95,bob.garcia@example.com,-4085721695,Excellent,1,Bob_Garcia
608,EMP1608,40.0,Finance-Illinois,Active,10/24/2022,111742.4,frank.brown@example.com,-6630932997,Average,1,Frank_Brown
609,EMP1609,25.0,Sales-Nevada,Inactive,3/9/2021,60516.83,david.garcia@example.com,-1996059328,Good,0,David_Garcia
610,EMP1610,30.0,Finance-California,Pending,8/20/2020,83706.17,bob.jones@example.com,-7150968831,Average,0,Bob_Jones
611,EMP1611,32.48454882571075,Admin-Nevada,Inactive,2/15/2020,67056.92,david.johnson@example.com,-7532735240,Average,1,David_Johnson
612,EMP1612,30.0,DevOps-Illinois,Active,12/29/2024,90058.85,charlie.brown@example.com,-397739731,Poor,0,Charlie_Brown
613,EMP1613,30.0,Sales-Florida,Pending,2/28/2023,94633.59,eva.johnson@example.com,-7819523709,Average,1,Eva_Johnson
614,EMP1614,25.0,Admin-Florida,Pending,8/23/2022,110711.17,eva.miller@example.com,-687616480,Excellent,1,Eva_Miller
615,EMP1615,32.48454882571075,Admin-Illinois,Active,6/30/2023,96175.41,grace.williams@example.com,-9807704604,Average,1,Grace_Williams
616,EMP1616,40.0,Sales-Illinois,Active,4/15/2021,76474.79,frank.smith@example.com,-6876112490,Excellent,1,Frank_Smith
